feature_id,gadm_admin.GID_0,x,y
DZA.8.43_1,DZA,5.15680207,36.62372522
DZA.8.44_1,DZA,4.68579143,36.66178538
DZA.8.45_1,DZA,4.76415374,36.61281722
DZA.8.46_1,DZA,4.70317378,36.63035008
DZA.8.47_1,DZA,5.20422494,36.59024912
DZA.8.48_1,DZA,4.86358164,36.79602805
DZA.9.1_1,DZA,6.16170536,34.67134262
DZA.9.2_1,DZA,5.84370291,35.17327394
DZA.9.3_1,DZA,4.9062673,34.20703178
DZA.9.4_1,DZA,5.73137559,34.85095928
DZA.9.5_1,DZA,5.3527256,34.70919943
DZA.9.6_1,DZA,5.47977365,34.73278232
DZA.9.7_1,DZA,5.77787089,34.97766343
DZA.9.8_1,DZA,5.84409793,34.86232365
DZA.9.9_1,DZA,4.83062369,34.65086736
DZA.9.10_1,DZA,5.12910622,34.60058464
DZA.9.11_1,DZA,5.75104675,35.09466686
DZA.9.12_1,DZA,6.51268043,34.48853573
DZA.9.13_1,DZA,5.2373465,34.7236665
DZA.9.14_1,DZA,5.59925087,34.78529441
DZA.9.15_1,DZA,6.03528922,34.54283013
DZA.9.16_1,DZA,5.67616653,35.20576642
DZA.9.17_1,DZA,5.56978766,34.96384177
DZA.9.18_1,DZA,5.30027712,34.76849831
DZA.9.19_1,DZA,6.71227016,34.79630916
DZA.9.20_1,DZA,5.43429732,34.74182022
DZA.9.21_1,DZA,5.37213547,34.57813889
DZA.9.22_1,DZA,5.61834541,34.57172321
DZA.9.23_1,DZA,6.30392183,34.87643646
DZA.9.24_1,DZA,6.04353435,34.91023391
DZA.9.25_1,DZA,5.45396014,34.55543932
DZA.9.26_1,DZA,5.10519497,34.43991744
DZA.9.27_1,DZA,5.78573658,34.57474666
DZA.9.28_1,DZA,5.52101373,34.53487358
DZA.9.29_1,DZA,4.67168322,33.99007236
DZA.9.30_1,DZA,4.9753645,34.376769
DZA.9.31_1,DZA,5.91619851,34.77332274
DZA.9.32_1,DZA,5.26280996,34.91728937
DZA.9.33_1,DZA,6.51476434,34.69089397
DZA.10.1_1,DZA,2.65775166,36.3886638
DZA.10.2_1,DZA,2.81626216,36.53649491
DZA.10.3_1,DZA,2.8535489,36.53569913
DZA.10.4_1,DZA,2.85360443,36.60012874
DZA.10.5_1,DZA,2.80466687,36.48504026
DZA.10.6_1,DZA,2.79924904,36.42050276
DZA.10.7_1,DZA,2.9200868,36.57539111
DZA.10.8_1,DZA,3.10262132,36.47955854
DZA.10.9_1,DZA,2.9877096,36.51066468
DZA.10.10_1,DZA,3.0267773,36.56764227
DZA.10.11_1,DZA,2.73881747,36.43822851
DZA.10.12_1,DZA,2.89496071,36.432759
DZA.10.13_1,DZA,3.2641435,36.58296973
DZA.10.14_1,DZA,2.61825666,36.44257617
DZA.10.15_1,DZA,2.88902999,36.50352539
DZA.10.16_1,DZA,3.004918,36.42123573
DZA.10.17_1,DZA,3.16854594,36.57960213
DZA.10.18_1,DZA,3.22660288,36.6225102
DZA.10.19_1,DZA,2.68833828,36.50330716
DZA.10.20_1,DZA,2.54709824,36.42156845
DZA.10.21_1,DZA,2.77141709,36.55283023
DZA.10.22_1,DZA,3.14125317,36.50704437
DZA.10.23_1,DZA,2.87042197,36.49347689
DZA.10.24_1,DZA,3.24517105,36.52401376
DZA.10.25_1,DZA,2.9182304,36.51390518
DZA.11.1_1,DZA,5.11513442,36.13363265
DZA.11.2_1,DZA,4.98263858,36.03260441
DZA.11.3_1,DZA,4.89046786,35.98011779
DZA.11.4_1,DZA,4.17110299,36.04957926
DZA.11.5_1,DZA,4.99993898,36.13017171
DZA.11.6_1,DZA,4.76387173,36.07381575
DZA.11.7_1,DZA,4.92531785,35.90473007
DZA.11.8_1,DZA,4.89239296,36.25347589
DZA.11.9_1,DZA,4.66875887,36.24284524
DZA.11.10_1,DZA,4.67409158,36.30025963
DZA.11.11_1,DZA,4.59850598,35.89565794
DZA.11.12_1,DZA,4.61912977,36.06353017
DZA.11.13_1,DZA,4.84201267,36.03758594
DZA.11.14_1,DZA,4.77299052,35.97976528
DZA.11.15_1,DZA,4.31936282,36.09054172
DZA.11.16_1,DZA,4.73869085,36.37546461
DZA.11.17_1,DZA,4.91285673,35.851436820000004
DZA.11.18_1,DZA,4.23240616,36.15334574
DZA.11.19_1,DZA,4.81348107,36.16792043
DZA.11.20_1,DZA,5.01903659,36.23121355
DZA.11.21_1,DZA,4.57483238,36.0006928
DZA.11.22_1,DZA,4.45042163,36.09718635
DZA.11.23_1,DZA,4.66573482,36.14946327
DZA.11.24_1,DZA,5.08946437,35.89319881
DZA.11.25_1,DZA,4.78243743,36.22679372
DZA.11.26_1,DZA,4.33345169,36.22724616
DZA.11.27_1,DZA,4.78237226,35.90427931
DZA.11.28_1,DZA,5.03406759,35.94442794
DZA.11.29_1,DZA,4.90986225,36.11534263
DZA.11.30_1,DZA,4.72758601,36.30641191
DZA.11.31_1,DZA,4.99275807,35.81219857
DZA.11.32_1,DZA,4.53674795,36.20855235
DZA.11.33_1,DZA,4.80174154,36.27993663
DZA.11.34_1,DZA,5.11459848,36.03973787
DZA.12.1_1,DZA,4.34755761,36.42251479
DZA.12.2_1,DZA,4.03699975,36.2460201
DZA.12.3_1,DZA,4.20341591,36.26718794
DZA.12.4_1,DZA,3.6975259,36.34304342
DZA.12.5_1,DZA,3.79244716,36.35921273
DZA.12.6_1,DZA,3.74961104,36.31211068
DZA.12.7_1,DZA,3.82416382,36.41179263
DZA.12.8_1,DZA,3.88341377,36.44460935
DZA.12.9_1,DZA,3.78307104,36.49863967
DZA.12.10_1,DZA,4.31521921,36.29583006
DZA.12.11_1,DZA,4.10054786,36.3595712
DZA.12.12_1,DZA,3.58194259,36.26508563
DZA.12.13_1,DZA,3.92005022,36.08886672
DZA.12.14_1,DZA,3.48472284,36.56508471
DZA.12.15_1,DZA,3.89559184,36.36695856
DZA.12.16_1,DZA,3.36604216,36.52349739
DZA.12.17_1,DZA,4.3362743,36.37238344
DZA.12.18_1,DZA,3.56965256,36.14141072
DZA.12.19_1,DZA,3.72258952,36.00763236
DZA.12.20_1,DZA,3.72423501,36.45939229
DZA.12.21_1,DZA,4.15414164,36.3665401
DZA.12.22_1,DZA,4.0316175,36.3533007
DZA.12.23_1,DZA,3.84160085,36.20849928
DZA.12.24_1,DZA,3.79977163,36.10266298
DZA.12.25_1,DZA,3.60088085,36.3138405
DZA.12.26_1,DZA,3.60383324,36.42626991
DZA.12.27_1,DZA,3.42970814,36.46862686
DZA.12.28_1,DZA,3.83078959,35.93702776
DZA.12.29_1,DZA,4.02314318,36.40973831
DZA.12.30_1,DZA,3.67230869,36.52464103
DZA.12.31_1,DZA,3.59063355,36.56154058
DZA.12.32_1,DZA,4.2481407,36.36340288
DZA.12.33_1,DZA,3.57006861,36.49929935
DZA.12.34_1,DZA,3.6016977,36.00898978
DZA.12.35_1,DZA,4.05343988,36.08793601
DZA.12.36_1,DZA,3.92154174,36.25968143
DZA.12.37_1,DZA,4.08804751,36.18445936
DZA.12.38_1,DZA,3.6221349,36.21765677
DZA.12.39_1,DZA,3.48934663,36.06449314
DZA.12.40_1,DZA,4.24607521,36.42851619
DZA.12.41_1,DZA,3.63682319,36.386794
DZA.12.42_1,DZA,3.69876043,36.15637022
DZA.12.43_1,DZA,3.96795496,36.42885626
DZA.12.44_1,DZA,3.95192231,35.96422755
DZA.12.45_1,DZA,3.5205143,36.47468165
DZA.13.1_1,DZA,3.99399487,36.86085571
DZA.13.2_1,DZA,3.59019832,36.6205838
DZA.13.3_1,DZA,3.88380116,36.79972009
DZA.13.4_1,DZA,3.90612578,36.85199319
DZA.13.5_1,DZA,3.57965305,36.66211064
DZA.13.6_1,DZA,3.75022186,36.74879246
DZA.13.7_1,DZA,3.42190195,36.70482979
DZA.13.8_1,DZA,3.39092332,36.76361301
DZA.13.9_1,DZA,3.49025007,36.75768118
DZA.13.10_1,DZA,3.48613072,36.63265494
DZA.13.11_1,DZA,3.69499568,36.63098648
DZA.13.12_1,DZA,3.44421878,36.73543091
DZA.13.13_1,DZA,3.91442649,36.88246041
DZA.13.14_1,DZA,3.74326615,36.8438445
DZA.13.15_1,DZA,3.42498109,36.61260889
DZA.13.16_1,DZA,3.26610692,36.6753199
DZA.13.17_1,DZA,3.68800025,36.69547259
DZA.13.18_1,DZA,3.31519036,36.63653216
DZA.13.19_1,DZA,3.36557976,36.6035983
DZA.13.20_1,DZA,3.67714214,36.78799455
DZA.13.21_1,DZA,3.82602539,36.73048098
DZA.13.22_1,DZA,3.81172511,36.80654055
DZA.13.23_1,DZA,3.34494506,36.71191519
DZA.13.24_1,DZA,3.37560606,36.68678123
DZA.13.25_1,DZA,3.6215392,36.733063
DZA.13.26_1,DZA,3.82988404,36.86614858
DZA.13.27_1,DZA,3.58229356,36.69066911
DZA.13.28_1,DZA,3.94207967,36.79367459
DZA.13.29_1,DZA,3.55125527,36.73270274
DZA.13.30_1,DZA,3.50138677,36.71395982
DZA.13.31_1,DZA,3.79697437,36.66236701
DZA.13.32_1,DZA,3.60478994,36.78301787
DZA.14.1_1,DZA,1.19022198,36.41191632
DZA.14.2_1,DZA,0.97498891,36.17884151
DZA.14.3_1,DZA,1.3838021,36.38194084
DZA.14.4_1,DZA,1.64347351,35.99654474
DZA.14.5_1,DZA,1.58579273,36.50519033
DZA.14.6_1,DZA,1.52099704,36.29088346
DZA.14.7_1,DZA,1.12201059,36.02822614
DZA.14.8_1,DZA,1.25934264,36.35488488
DZA.14.9_1,DZA,1.59054327,36.45210748
DZA.14.10_1,DZA,1.25424864,36.17220157
DZA.14.11_1,DZA,1.3392718,36.16705023
DZA.14.12_1,DZA,0.78642359,36.27012741
DZA.14.13_1,DZA,1.38212603,36.00203338
DZA.14.14_1,DZA,1.57687241,36.08895232
DZA.14.15_1,DZA,0.95563755,36.4021529
DZA.14.16_1,DZA,1.49628193,36.11779836
DZA.14.17_1,DZA,1.06981517,36.23093746
DZA.14.18_1,DZA,1.40080936,36.27159814
DZA.14.19_1,DZA,1.02753716,36.34821609
DZA.14.20_1,DZA,1.55256988,36.19775121
DZA.14.21_1,DZA,1.45932151,36.4976666
DZA.14.22_1,DZA,1.22397064,36.09481539
DZA.14.23_1,DZA,1.49226224,36.216743460000004
DZA.14.24_1,DZA,1.32358151,35.97107227
DZA.14.25_1,DZA,1.23263891,36.24850515
DZA.14.26_1,DZA,1.42141947,36.2015184
DZA.14.27_1,DZA,1.42562842,36.05678703
DZA.14.28_1,DZA,1.13517329,36.47688507
DZA.14.29_1,DZA,1.33217727,36.44445054
DZA.14.30_1,DZA,1.04609518,36.11447132
DZA.14.31_1,DZA,1.11951764,36.33374704
DZA.14.32_1,DZA,0.92888304,36.28812656
DZA.14.33_1,DZA,1.08661206,36.42344335
DZA.14.34_1,DZA,1.32900382,36.50558763
DZA.14.35_1,DZA,1.46704827,36.38289481
DZA.15.1_1,DZA,6.94493951,36.22895679
DZA.15.2_1,DZA,6.50539742,36.28646147
DZA.15.3_1,DZA,6.84626428,36.3584344
DZA.15.4_1,DZA,6.5470210700000004,36.5195839
DZA.15.5_1,DZA,6.41763048,36.45065251
DZA.15.6_1,DZA,6.63586778,36.35710837
DZA.15.7_1,DZA,6.6631952,36.46203557
DZA.15.8_1,DZA,6.66344028,36.26157919
DZA.15.9_1,DZA,6.56246405,36.42686812
DZA.15.10_1,DZA,6.43534498,36.37429371
DZA.15.11_1,DZA,6.71271088,36.18172686
DZA.15.12_1,DZA,6.73277786,36.52919822
DZA.16.1_1,DZA,2.58218926,34.24140026
DZA.16.2_1,DZA,3.17691144,34.4283652
DZA.16.3_1,DZA,3.56129018,35.44306456
DZA.16.4_1,DZA,3.15319252,34.83570276
DZA.16.5_1,DZA,2.88034943,35.42367495
DZA.16.6_1,DZA,4.00121411,34.19087748
DZA.16.7_1,DZA,3.04657604,35.49108753
DZA.16.8_1,DZA,2.83400619,34.48085014
DZA.16.9_1,DZA,3.29040263,35.62326491
DZA.16.10_1,DZA,3.11118937,35.20053391
DZA.16.11_1,DZA,2.73372482,34.57359225
DZA.16.12_1,DZA,3.44940936,34.87272629
DZA.16.13_1,DZA,3.45148944,34.02602712
DZA.16.14_1,DZA,3.22122554,34.66105444
DZA.16.15_1,DZA,2.72061924,34.26947866
DZA.16.16_1,DZA,2.54587896,34.70215002
DZA.16.17_1,DZA,2.52124247,34.42091338
DZA.16.18_1,DZA,2.68420188,35.37939807
DZA.16.19_1,DZA,3.75829973,34.48444652
DZA.16.20_1,DZA,2.75445727,35.15537606
DZA.16.21_1,DZA,4.47596329,33.2360096
DZA.16.22_1,DZA,3.37061126,35.33103951
DZA.16.23_1,DZA,2.9508806,35.00650161
DZA.16.24_1,DZA,3.25815975,35.08874386
DZA.16.25_1,DZA,2.21689644,35.45195537
DZA.16.26_1,DZA,3.66567796,34.71498779
DZA.16.27_1,DZA,3.49547019,34.16704477
DZA.16.28_1,DZA,3.48433047,34.48114044
DZA.16.29_1,DZA,4.493077,33.62288499
DZA.16.30_1,DZA,3.50718482,33.76090182
DZA.16.31_1,DZA,3.75287263,34.02317742
DZA.16.32_1,DZA,3.40136002,35.0004822
DZA.16.33_1,DZA,2.4647698,35.39152807
DZA.16.34_1,DZA,2.99925117,34.34568807
DZA.16.35_1,DZA,2.81936347,34.81524696
DZA.16.36_1,DZA,3.3531375,34.48363155
DZA.17.1_1,DZA,0.82334654,33.4063948
DZA.17.2_1,DZA,0.57229763,33.14398094
DZA.17.3_1,DZA,1.51711443,33.68173665
DZA.17.4_1,DZA,0.31280873,34.00874539
DZA.17.5_1,DZA,0.05866812,32.82327343
DZA.17.6_1,DZA,1.72245634,32.67984963
DZA.17.7_1,DZA,1.13332538,34.04145939
DZA.17.8_1,DZA,0.08073311,33.01708825
DZA.17.9_1,DZA,1.02041425,33.64776052
DZA.17.10_1,DZA,1.05101723,32.16015941
DZA.17.11_1,DZA,0.30265242,31.61333389
DZA.17.12_1,DZA,0.15943547,34.24543135
DZA.17.13_1,DZA,0.34571241,33.31994624
DZA.17.14_1,DZA,1.22039393,33.47685398
DZA.17.15_1,DZA,0.64412976,33.81500884
DZA.17.16_1,DZA,1.01532889,33.33894527
DZA.17.17_1,DZA,0.82135627,34.13951299
DZA.17.18_1,DZA,1.44227298,33.56767114
DZA.17.19_1,DZA,1.75660273,33.79902889
DZA.17.20_1,DZA,1.71398153,33.58464344
DZA.17.21_1,DZA,1.24311351,33.81376661
DZA.17.22_1,DZA,0.27846261,33.62181678
DZA.18.1_1,DZA,7.01878411,33.34904227
DZA.18.2_1,DZA,7.29517753,34.11435378
DZA.18.3_1,DZA,6.96823168,33.53588779
DZA.18.4_1,DZA,5.82289762,33.58079277
DZA.18.5_1,DZA,7.72157866,32.61874866
DZA.18.6_1,DZA,5.71733386,33.94639947
DZA.18.7_1,DZA,7.08382923,32.98906724
DZA.18.8_1,DZA,6.87026592,33.37050784
DZA.18.9_1,DZA,6.67591138,33.88772605
DZA.18.10_1,DZA,6.35459558,34.20852595
DZA.18.11_1,DZA,6.89972433,33.4753629
DZA.18.12_1,DZA,7.13942253,33.74349211
DZA.18.13_1,DZA,6.77043373,33.39272668
DZA.18.14_1,DZA,5.47405922,33.56875472
DZA.18.15_1,DZA,6.91813911,33.89712668
DZA.18.16_1,DZA,6.65785193,33.06259524
DZA.18.17_1,DZA,7.18095338,33.19749719
DZA.18.18_1,DZA,6.799162,33.06653632
DZA.18.19_1,DZA,5.57856526,34.18283537
DZA.18.20_1,DZA,6.57816058,33.37566624
DZA.18.21_1,DZA,6.49296928,33.7383009
DZA.18.22_1,DZA,6.86773772,32.93781555
DZA.18.23_1,DZA,5.92492882,33.46342335
DZA.18.24_1,DZA,6.83261613,33.84641916
DZA.18.25_1,DZA,5.78083926,33.81457844
DZA.18.26_1,DZA,5.72060861,34.33994541
DZA.18.27_1,DZA,6.56952643,33.486061050000004
DZA.18.28_1,DZA,7.42204388,33.70771221
DZA.18.29_1,DZA,5.71156714,33.72657826
DZA.18.30_1,DZA,7.07219794,33.46106763
DZA.19.1_1,DZA,8.43535448,36.79707154
DZA.19.2_1,DZA,8.18964571,36.56424697
DZA.19.3_1,DZA,7.97908318,36.65937412
DZA.19.4_1,DZA,7.96463023,36.77012411
DZA.19.5_1,DZA,8.09834403,36.84381978
DZA.19.6_1,DZA,7.82559085,36.72379348
DZA.19.7_1,DZA,8.39009151,36.67481266
DZA.19.8_1,DZA,8.11627137,36.51354152
DZA.19.9_1,DZA,8.22748801,36.78338455
DZA.19.10_1,DZA,7.73031876,36.74238849
DZA.19.11_1,DZA,8.10955647,36.66765808
DZA.19.12_1,DZA,7.84594639,36.61792805
DZA.19.13_1,DZA,7.72269419,36.68571674
DZA.19.14_1,DZA,7.84050587,36.8091893
DZA.19.15_1,DZA,8.62582088,36.82550065
DZA.19.16_1,DZA,8.3455049,36.87682816
DZA.19.17_1,DZA,8.305913,36.7460458
DZA.19.18_1,DZA,7.99516998,36.54129604
DZA.19.19_1,DZA,8.10466271,36.77060078
DZA.19.20_1,DZA,8.05321423,36.44147959
DZA.19.21_1,DZA,8.54321926,36.81498049
DZA.19.22_1,DZA,8.58683327,36.89148102
DZA.19.23_1,DZA,7.91504031,36.72016132
DZA.19.24_1,DZA,8.25520677,36.62964031
DZA.20.1_1,DZA,3.7790143,32.8711885
DZA.20.2_1,DZA,3.6819879,32.52388939
DZA.20.3_1,DZA,3.2570218,32.7039469
DZA.20.4_1,DZA,3.96016206,32.50275577
DZA.20.5_1,DZA,4.52499947,32.7625447
DZA.20.6_1,DZA,2.94613464,31.15081831
DZA.20.7_1,DZA,3.73157366,32.60260121
DZA.20.8_1,DZA,3.47451442,31.68924619
DZA.20.9_1,DZA,2.85152498,29.87697083
DZA.20.10_1,DZA,3.49267071,31.96728872
DZA.20.11_1,DZA,3.31548296,32.43065651
DZA.20.12_1,DZA,3.27227598,32.2446309
DZA.20.13_1,DZA,4.33929629,32.40423656
DZA.21.1_1,DZA,7.66034487,36.59228205
DZA.21.2_1,DZA,7.39055605,36.27462758
DZA.21.3_1,DZA,7.24780924,36.22350822
DZA.21.4_1,DZA,7.06216959,36.28661379
DZA.21.5_1,DZA,7.54078916,36.25973992
DZA.21.6_1,DZA,7.46628852,36.41706012
DZA.21.7_1,DZA,7.36736398,36.40804273
DZA.21.8_1,DZA,7.63095462,36.47538324
DZA.21.9_1,DZA,7.03952261,36.40553077
DZA.21.10_1,DZA,7.49272006,36.30679995
DZA.21.11_1,DZA,7.14072155,36.4681287
DZA.21.12_1,DZA,7.34624804,36.61332283
DZA.21.13_1,DZA,7.77825257,36.49357035
DZA.21.14_1,DZA,7.55279602,36.42445395
DZA.21.15_1,DZA,7.70568962,36.31502287
DZA.21.16_1,DZA,7.55818927,36.50228207
DZA.21.17_1,DZA,7.36664311,36.52233832
DZA.21.18_1,DZA,7.42575729,36.45788532
DZA.21.19_1,DZA,7.27578674,36.48405114
DZA.21.20_1,DZA,7.64275633,36.34085658
DZA.21.21_1,DZA,7.42810778,36.53612204
DZA.21.22_1,DZA,7.25540042,36.42187518
DZA.21.23_1,DZA,7.48447673,36.55004405
DZA.21.24_1,DZA,7.5002154,36.35459293
DZA.21.25_1,DZA,7.33062752,36.47528251
DZA.21.26_1,DZA,7.83431915,36.44959238
DZA.21.27_1,DZA,7.49320049,36.60597468
DZA.21.28_1,DZA,7.78649119,36.34570922
DZA.21.29_1,DZA,7.71028759,36.54830841
DZA.21.30_1,DZA,7.15696493,36.30088809
DZA.21.31_1,DZA,7.20002884,36.37354063
DZA.21.32_1,DZA,7.1977816,36.56174211
DZA.21.33_1,DZA,7.27737578,36.35247773
DZA.21.34_1,DZA,7.11061821,36.12570593
DZA.22.1_1,DZA,8.02675533,24.62186332
DZA.22.2_1,DZA,7.00248363,28.47656602
DZA.22.3_1,DZA,8.83537395,29.61221561
DZA.22.4_1,DZA,10.01822414,23.9297914
DZA.22.5_1,DZA,8.22220638,26.39767994
DZA.22.6_1,DZA,9.31401264,27.99695655
DZA.23.1_1,DZA,6.04417469,36.74935615
DZA.23.2_1,DZA,5.77761007,36.59096782
DZA.23.3_1,DZA,6.10150282,36.69722683
DZA.23.4_1,DZA,6.0449951,36.653162879999996
DZA.23.5_1,DZA,5.94747213,36.65654229
DZA.23.6_1,DZA,5.97295748,36.75878808
DZA.23.7_1,DZA,6.0926106,36.79998951
DZA.23.8_1,DZA,5.89051898,36.58406082
DZA.23.9_1,DZA,6.17338069,36.78950402
DZA.23.10_1,DZA,5.63787416,36.73774993
DZA.23.11_1,DZA,5.99181896,36.81190623
DZA.23.12_1,DZA,6.27664699,36.79762021
DZA.23.13_1,DZA,5.85133856,36.76632518
DZA.23.14_1,DZA,5.60743116,36.56710825
DZA.23.15_1,DZA,6.41833343,36.63278166
DZA.23.16_1,DZA,5.74369772,36.79458646
DZA.23.17_1,DZA,6.1551743,36.86509357
DZA.23.18_1,DZA,5.77102588,36.75027073
DZA.23.19_1,DZA,5.8845829,36.67693222
DZA.23.20_1,DZA,6.1833142,36.61769103
DZA.23.21_1,DZA,6.1878217,36.69044234
DZA.23.22_1,DZA,5.63373188,36.64983207
DZA.23.23_1,DZA,6.37354275,36.69974082
DZA.23.24_1,DZA,6.06474709,36.83844205
DZA.23.25_1,DZA,6.27853098,36.64620514
DZA.23.26_1,DZA,5.90834376,36.77224634
DZA.23.27_1,DZA,5.77356006,36.6712724
DZA.23.28_1,DZA,5.50611364,36.64366365
DZA.24.1_1,DZA,7.40106947,35.4642071
DZA.24.2_1,DZA,7.04750057,34.61744452
DZA.24.3_1,DZA,7.18155088,35.51893278
DZA.24.4_1,DZA,6.80869531,35.21788612
DZA.24.5_1,DZA,7.06928642,34.91105695
DZA.24.6_1,DZA,6.82816874,35.40710781
DZA.24.7_1,DZA,6.85026147,34.87145434
DZA.24.8_1,DZA,7.06273937,35.47341302
DZA.24.9_1,DZA,7.27228524,35.27692605
DZA.24.10_1,DZA,6.64286093,34.92354601
DZA.24.11_1,DZA,7.12293682,35.35549088
DZA.24.12_1,DZA,6.9539661,35.50456837
DZA.24.13_1,DZA,7.13973816,35.43541549
DZA.24.14_1,DZA,6.89994075,35.04791687
DZA.24.15_1,DZA,6.65363019,35.13514761
DZA.24.16_1,DZA,7.23524292,35.57762016
DZA.24.17_1,DZA,7.35393049,35.20608458
DZA.24.18_1,DZA,6.88406489,35.5712857
DZA.24.19_1,DZA,6.94603638,35.31446156
DZA.24.20_1,DZA,6.75687119,35.44949545
DZA.24.21_1,DZA,6.64237512,35.39324617
DZA.25.1_1,DZA,2.11027512,34.16867878
DZA.25.2_1,DZA,2.45167326,33.19505547
DZA.25.3_1,DZA,1.58200075,34.14766718
DZA.25.4_1,DZA,1.80828083,34.00428009
DZA.25.5_1,DZA,3.07478208,33.88859216
DZA.25.6_1,DZA,2.17802006,34.52974512
DZA.25.7_1,DZA,2.11073262,33.87111656
DZA.25.8_1,DZA,2.50112476,33.5284961
DZA.25.9_1,DZA,1.85460639,34.2921738
DZA.25.10_1,DZA,1.54581177,33.99330844
DZA.25.11_1,DZA,3.77891047,33.33137919
DZA.25.12_1,DZA,3.18843889,33.12474423
DZA.25.13_1,DZA,2.75434655,33.47734916
DZA.25.14_1,DZA,3.21027857,33.70336891
DZA.25.15_1,DZA,2.88526141,33.86243131
DZA.25.16_1,DZA,3.10153946,33.54121613
DZA.25.17_1,DZA,2.33651787,34.03837484
DZA.25.18_1,DZA,2.34469773,34.2029653
DZA.25.19_1,DZA,1.9455449,34.04128175
DZA.25.20_1,DZA,2.19960681,34.32260546
DZA.25.21_1,DZA,2.87081997,34.07122844
DZA.25.22_1,DZA,2.50630436,34.06754707
DZA.25.23_1,DZA,2.04805237,33.53132904
DZA.25.24_1,DZA,1.85118528,33.85244093
DZA.26.1_1,DZA,3.85993421,35.60211165
DZA.26.2_1,DZA,4.1657985,34.80157442
DZA.26.3_1,DZA,4.07461163,34.51434232
DZA.26.4_1,DZA,4.49608462,34.73099478
DZA.26.5_1,DZA,4.93943234,35.54899173
DZA.26.6_1,DZA,5.20010142,35.57073799
DZA.26.7_1,DZA,4.5836936,35.00173732
DZA.26.8_1,DZA,4.07528172,35.94059662
DZA.26.9_1,DZA,4.10304335,35.47918281
DZA.26.10_1,DZA,5.00058078,35.63855558
DZA.26.11_1,DZA,3.88681852,34.82331371
DZA.26.12_1,DZA,4.1938524,35.21622007
DZA.26.13_1,DZA,3.6064217,35.67939185
DZA.26.14_1,DZA,4.38197992,35.49567301
DZA.26.15_1,DZA,5.02978924,35.72913248
DZA.26.16_1,DZA,4.13419645,34.99648532
DZA.26.17_1,DZA,4.51660727,35.16153769
DZA.26.18_1,DZA,4.36862095,35.93257444
DZA.26.19_1,DZA,4.07223914,35.11945364
DZA.26.20_1,DZA,4.22949572,35.66673928
DZA.26.21_1,DZA,4.48723837,35.31220688
DZA.26.22_1,DZA,4.73273125,35.32014781
DZA.26.23_1,DZA,4.52573121,35.71602125
DZA.26.24_1,DZA,4.63291738,35.70230174
DZA.26.25_1,DZA,4.76227603,35.80437053
DZA.26.26_1,DZA,4.30483785,35.36935819
DZA.26.27_1,DZA,5.10973491,35.62061087
DZA.26.28_1,DZA,3.62095197,35.0594453
DZA.26.29_1,DZA,3.74138534,35.10229989
DZA.26.30_1,DZA,4.47000616,34.88655179
DZA.26.31_1,DZA,4.17368905,35.94555479
DZA.26.32_1,DZA,4.88559087,35.69178839
DZA.26.33_1,DZA,4.77386123,35.65664454
DZA.26.34_1,DZA,4.55365495,35.52401339
DZA.26.35_1,DZA,4.39641271,35.73919953
DZA.26.36_1,DZA,4.14368793,35.34233104
DZA.26.37_1,DZA,4.85166579,34.92321096
DZA.26.38_1,DZA,4.28758336,35.11647771
DZA.26.39_1,DZA,3.78857825,35.81740183
DZA.26.40_1,DZA,3.81507293,35.36809568
DZA.26.41_1,DZA,4.0521854,35.69941473
DZA.26.42_1,DZA,4.27889925,34.76152417
DZA.26.43_1,DZA,3.863358,34.92401913
DZA.26.44_1,DZA,4.74291609,35.52390655
DZA.26.45_1,DZA,3.92283818,35.19433349
DZA.26.46_1,DZA,4.26328,35.8294779
DZA.26.47_1,DZA,4.85250136,35.06167291
DZA.27.1_1,DZA,0.24274398,35.47650186
DZA.27.2_1,DZA,-0.01526831,35.17827957
DZA.27.3_1,DZA,0.79619339,35.36400371
DZA.27.4_1,DZA,-0.13865375,35.20055319
DZA.27.5_1,DZA,-0.22899723,35.68139741
DZA.27.6_1,DZA,0.368183,35.1115927
DZA.27.7_1,DZA,0.23109859,35.08232241
DZA.27.8_1,DZA,-0.06283061,35.53494913
DZA.27.9_1,DZA,-0.09399182,35.30581246
DZA.27.10_1,DZA,-0.19827133,35.42472488
DZA.27.11_1,DZA,0.33506491,35.50635616
DZA.27.12_1,DZA,-0.33873742,35.42171586
DZA.27.13_1,DZA,0.14931371,35.67790198
DZA.27.14_1,DZA,-0.0696318,35.40633614
DZA.27.15_1,DZA,0.5566369,35.37123805
DZA.27.16_1,DZA,0.06652205,35.38698243
DZA.27.17_1,DZA,0.14446887,35.45826992
DZA.27.18_1,DZA,0.21390608,35.30385586
DZA.27.19_1,DZA,0.42832177,35.53073793
DZA.27.20_1,DZA,0.16279807,35.54772095
DZA.27.21_1,DZA,0.13058669,35.28861015
DZA.27.22_1,DZA,0.47083387,35.14790263
DZA.27.23_1,DZA,0.1698898,35.22582124
DZA.27.24_1,DZA,0.07993214,35.19698066
DZA.27.25_1,DZA,0.02856239,35.46518325
DZA.27.26_1,DZA,0.2995236,35.46281698
DZA.27.27_1,DZA,-0.09873735,35.66799556
DZA.27.28_1,DZA,0.27386179,35.18867195
DZA.27.29_1,DZA,0.23490857,35.37688278
DZA.27.30_1,DZA,0.15061457,35.38207968
